reactant_A,reactant_B,label_str,label_int,identifier
c1cnccn1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,cocrystal,2,GUXVIH
c1cc(ccn1)N=Nc1ccncc1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,cocrystal,2,GUXVON
CSC1=C(SC)SC(S1)=C1SC=C(S1)C(O)=O,c1cc(ccn1)c1ccncc1,cocrystal,2,GUXYEF
c1cc(ccn1)C=Cc1ccncc1,CCCCCCCCCC(O)=O,cocrystal,2,GUYBUX
Nc1c(N)c(ccc1C#N)C#N,N#CC1=CC=C(C#N)C2=NSN=C12,cocrystal,2,GUYCAH
O=P([O])[O],CC1[NH2]CC[NH2]C1,hydrate,3,GUYCOU
CC1[NH2]CC[NH2]C1,O=P([O])[O],hydrate,3,GUYCUA
[NH3]CCC[NH2]CCCC[NH3],OC(=O)c1c(C(O)=O)c(C(=O)[O])c(C(=O)[O])c(C(=O)[O])c1C(O)=O,hydrate,3,GUYJUG
[I](c1ccccc1)c1ccccc1,[S]C#N,salt,1,GUYJUI
[S]C#N,COc1cc(OC)c([I]c2ccccc2)c(OC)c1,salt,1,GUYKAP
[S]C#N,COc1cc(OC)c([I]c2ccc(F)cc2)c(OC)c1,salt,1,GUYKET
COc1ccc([I]c2cc(C)cc(C)c2)cc1,[S]C#N,salt,1,GUYKIX
COc1cc(OC)c([I]c2cc(C)cc(C)c2)c(OC)c1,[S]C#N,salt,1,GUYKOD
[S]C#N,COc1cc(OC)c([I]c2ccc(Cl)cc2)c(OC)c1,salt,1,GUYKUJ
[S]C#N,COc1cc(OC)c([I]c2ccc(Br)cc2)c(OC)c1,salt,1,GUYLAQ
[NH3]C(C(=O)NC(C(=O)[O])c1ccccc1)c1cccc2ccccc12,COCCSC,hydrate,3,GUYTEZ
[NH3]C(C(=O)NC(C(=O)[O])c1ccccc1)c1cccc2ccccc12,CCCOC,hydrate,3,GUYTID
COCC(C)OC,[NH3]C(C(=O)NC(C(=O)[O])c1ccccc1)c1cccc2ccccc12,hydrate,3,GUYTOJ
COCCCOC,[NH3]C(C(=O)NC(C(=O)[O])c1ccccc1)c1cccc2ccccc12,hydrate,3,GUYTUP
O=C([O])c1ccc(cc1N(=O)=O)N(=O)=O,NC(=O)c1cc[nH]cc1,salt,1,GUYVUU
C[N](C)=C(N)O,O=C([O])c1ccc(cc1N(=O)=O)N(=O)=O,salt,1,GUYYIL
CCOC(=O)CCC[n]1ccc(cc1)c1cc[n](CCCC(=O)OCC)cc1,F[P](F)(F)(F)(F)F,salt,1,GUZBOT
O=[Cl](=O)(=O)[O],N(c1ccccc1)c1ccc2nnc3cccc[n]3c2c1,salt,1,GUZKOC
OC(=O)c1ccccc1C(O)=O,CN(C)C(N)=O,cocrystal,2,GUZVEF
C[N](C)=C(N)O,O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,salt,1,GUZXAD
CSC([S])=C(C#N)C#N,CSC1=[NH]CCCN1,salt,1,GUZXIK
Cc1ccc(cc1)S(=O)(=O)[O],CN(C)C(=[NH2])ON=C(N)Cc1ccccc1,salt,1,GUZXOQ
Cc1ccc(cc1)S(=O)(=O)[O],CN(C)C(=[NH2])ON=C(N)c1ccc(Br)cc1,salt,1,GUZXUW
C1CCC([S]2c3ccccc3Sc3ccccc23)C(CC1)[S]1c2ccccc2Sc2ccccc12,O=[Cl](=O)(=O)[O],salt,1,HABBES
F[P](F)(F)(F)(F)F,C1CC2[S]3c4ccccc4[S](C2C1)c1ccccc31,solvate,4,HABBIW
O=[Cl](=O)(=O)[O],CC1CCC([S]2c3ccccc3Sc3ccccc23)C(C1)[S]1c2ccccc2Sc2ccccc12,solvate,4,HABBOC
O=[Cl](=O)(=O)[O],C1CC([S]2c3ccccc3Sc3ccccc23)C(CCC=C1)[S]1c2ccccc2Sc2ccccc12,solvate,4,HABBUI
O=[Cl](=O)(=O)[O],CC([S]1c2ccccc2Sc2ccccc12)C(C)[S]1c2ccccc2Sc2ccccc12,solvate,4,HABCAP
O=[Cl](=O)(=O)[O],CCC1[S]2c3ccccc3[S](C1CC)c1ccccc21,salt,1,HABCET
[NH2]1CCCCC1,O=C([O])N1CCCCC1,hydrate,3,HABJIE
NC(=O)c1ccccn1,CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,cocrystal,2,HABJIG
CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,NC(N)=O,cocrystal,2,HABJUS
OP(O)(=O)[O],[NH3]c1cccc(O)c1,salt,1,HABLIG
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CC1OC(CC1O)C[N](C)(C)C,salt,1,HABNON
O=[Cl](=O)(=O)[O],CN(C)C=C1CCC(=C1[n]1ccc(cc1)C=Cc1ccc(cc1)N(C)C)C=[N](C)C,hydrate,3,HABVEM
Oc1ccccc1C(=O)[O],CCCCCCCCCCCCCC[N](C)(C)C,hydrate,3,HABVIP
Oc1ccccc1C(=O)[O],CCCCCCCCCCCCCCCC[N](C)(C)C,hydrate,3,HABVOV
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CC1(C)CCC(=[N]1O)N,salt,1,HACBAO
O=N(=O)[O],CC1=C([NH]=C(N)S1)C1=C(C)SC(=[NH]1)N,salt,1,HACCEX
[NH3]C1=C(N)NC(=[NH2])NC1=O,O=S(=O)([O])[O],salt,1,HACDEU
S=C=[N],CC(C)C[n]1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1,salt,1,HACDUK
O=N(=O)[O],NC1=[NH]C2CCCCC2N1,salt,1,HACMOQ
COc1cc2c3ccc4c5cc(OC)c(OC)cc5c5ccc6c7cc(OC)c(OC)cc7c7ccc(c2cc1OC)c1C2c3c4C3c5c6C(c71)C23C,c1ccncc1,cocrystal,2,HACNAD
c1ccc(cc1)P(=[N]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,S=C([S])SC12CC3CC(CC(C3)C1)C2,salt,1,HACSEM
[NH3]C1=C(N)NNC1=[NH2],O=S(=O)([O])[O],hydrate,3,HACTOX
O=N(=O)[O],NC1=[NH]C2CCCCC2N1,salt,1,HACWAM
O=N(=O)[O],NC1=[NH]c2c(N1)c1ccccc1c1ccccc21,hydrate,3,HACWEQ
IC(I)=C(I)I,C1CSCCSCCCSCCSC1,cocrystal,2,HACWOA
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,c1ccc2c(c1)N(c1ccc(cc1)c1ccc(cc1)N1c3ccccc3c3ccccc13)c1ccccc21,cocrystal,2,HACYER
I[I]I,CC(C)N1C(=C(C)[N](=C1C(=S)SSC(=S)C1=[N](C(C)C)C(=C(C)N1C(C)C)C)C(C)C)C,salt,1,HACZET
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1,CC(O)=CC(C)=O,hydrate,3,HADJUS
CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1,CC(O)=CC(C)=O,cocrystal,2,HADKAZ
O=C1NC(=O)NC(=O)N1,c1cc(ccn1)C=Cc1ccncc1,cocrystal,2,HADKUT
BrC1CC2(CC1[n]1ccccc21)c1ccccc1,Br[Br]Br,salt,1,HADLII
C1COCCOCCOCCOCCOCCO1,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,solvate,4,HADMOO
C1COCCOCCOCCOCCOCCO1,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1,solvate,4,HADMUU
C1COCCOCCOCCOCCOCCO1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,solvate,4,HADNAB
C1CN(CCN1)c1ccncc1,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,cocrystal,2,HADYUK
OP(=O)([O])OP(O)(=O)[O],[NH3]CCO,salt,1,HAFHIF
[NH4],O=N(=O)[N]c1nc(NC2=NN=NN2)c(cc1N(=O)=O)N(=O)=O,hydrate,3,HAFSOA
Clc1ccc(cc1)C=Cc1ccncc1,NC(N)=O,cocrystal,2,HAFSUF
CC[NH](CC)CC,COP([O])(=S)Nc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,salt,1,HAFTUD
N#Cc1nc(nc(n1)c1nc(nc(n1)C#N)C#N)C#N,CN(C)c1ccc(cc1)N(C)C,cocrystal,2,HAFVEQ
CC(=NNC(=O)c1cccnc1)c1[nH]cccc1,O=[Cl](=O)(=O)[O],salt,1,HAFWET
O=C([O])c1cccnc1,C1CCC(CC1)NC(NC1CCCCC1)=[NH]C1CCCCC1,salt,1,HAFZIY
c1ccc(C=Cc2ccccn2)nc1,NC(N)=O,cocrystal,2,HAGGUU
c1ccc(C=Cc2ccncc2)nc1,NC(N)=O,cocrystal,2,HAGHAB
c1ccc(C=Cc2cccnc2)nc1,NC(N)=O,cocrystal,2,HAGHEF
c1cc(ccn1)C=Cc1ccncc1,NC(N)=O,cocrystal,2,HAGHIJ
N#Cc1ccc(C=Cc2ccncc2)cc1,NC(N)=O,cocrystal,2,HAGHOP
OS(O)(=O)=O,CCN1C(=O)N(CC)c2ccc3c4ccc5C(=O)N(CC)C(=O)c6ccc(c7ccc1c2c37)c4c56,cocrystal,2,HAGJOS
CC[NH](CC)CC,COc1ccccc1P(c1ccccc1OC)c1ccccc1S(=O)(=O)[O],salt,1,HAGKEH
Br[Br]Br,BrCC12CC3CC(C[N]1(C3)Cc1ccccc1)c1ccccc21,salt,1,HAGNIN
F[P](F)(F)(F)(F)F,C[N]1=CN(CCO)C=C1,salt,1,HAGQEO
Oc1ccc(cc1)C(=O)[O],[NH3]C1CCCCC1,salt,1,HAGVOC
N1C=[NH]C=C1,Oc1ccc(cc1)C(=O)[O],salt,1,HAGWAP
C1CNCCN1,OC(=O)c1ccc(O)cc1,hydrate,3,HAGWET
NC(=O)[C](N=O)C#N,CC[P](C)(CC)CC(C)C,salt,1,HAGXEV
NC(=O)[C](N=O)C#N,CCCC[N]1(C)CCCC1,salt,1,HAGXIZ
NC(=O)[C](N=O)C#N,CCC[N]1(C)CCCC1,salt,1,HAGXOF
OC(=O)C=CC(O)=O,[NH3]C(C(C)C)C(=O)[O],cocrystal,2,HAGYEU
C[N]1=CN(C=C1)C1COC2C(COC12)N1C=C[N](=C1)C,F[P](F)(F)(F)(F)F,salt,1,HAGZEW
OC(=O)C(=O)[O],[NH3]C(CC(C)C)C(O)=O,salt,1,HAGZUL
OP(O)(=O)[O],[NH3]C(CCCNC(N)=[NH2])C(O)=O,salt,1,HAHBIC
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,FC1=CNC(=O)NC1=O,cocrystal,2,HAHDED
[nH]1ccc(cc1)c1cc[nH]cc1,OC(=O)c1ccc(C(O)=O)c(c1)S(=O)(=O)[O],hydrate,3,HAHGEE
CN1CC(=O)NC1=[NH2],OC(=O)c1cccnc1C(=O)[O],salt,1,HAHJAF
[NH3]CCO,CC(C)(C)C(=O)[O],salt,1,HAHKOT
COCOc1ccc(cc1)C(CC(O)=O)c1c(C)c(OC)c2ccccc2c1OC,COc1cc2N3C4C5C(CC3=O)OCC=C3CN6CCC4(C6CC53)c2cc1OC,cocrystal,2,HAHQOX
O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,CN1C=C(C=N1)N(=O)=O,cocrystal,2,HAHYAU
O=C1[N]C(=O)c2ccccc12,C[S](C)(C)=O,salt,1,HAJCAY
N1C=C[NH]=C1c1ccccc1,OS(=O)(=O)[O],salt,1,HAJFUV
O=C1C=CC(=O)C=C1,Oc1ccccc1c1ccccc1O,cocrystal,2,HAJQOZ
O=C1C=CC(=O)C=C1,Oc1ccc(cc1)c1ccc(O)cc1,cocrystal,2,HAJQUF
NC(N)=[NH2],CN(C)c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)[O],salt,1,HAJROA
CNC(N)=[NH2],CN(C)c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)[O],solvate,4,HAJRUG
CCNC(N)=[NH2],CN(C)c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)[O],salt,1,HAJSAN
c1ccc(cc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,S=C1NC(=S)[N]C(=S)N1,hydrate,3,HAJWAR
c1ccc(cc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,S=C1NC(=S)[N]C(=S)N1,salt,1,HAJWIZ
S=C1NC(=S)[N]C(=S)[N]1,c1ccc(cc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,hydrate,3,HAJWOF
CCCCCCl,C1CCC2C(C1)N1CN2Cc2ccc(CN3CN(Cc4ccc(CN5CN(Cc6ccc(C1)cc6)C1CCCCC51)cc4)C1CCCCC31)cc2,cocrystal,2,HAJWUO
OCCN1N=N[N]C1=NN(=O)=O,NN[C](N)NN,hydrate,3,HAJXEX
OCCN1N=N[N]C1=NN(=O)=O,NN[C](NN)NN,salt,1,HAJXIB
OCCN1N=N[N]C1=NN(=O)=O,[NH4],salt,1,HAJXOH
OP(O)(=O)[O],[NH2]1CC[NH2]CC[NH2]CC1,salt,1,HAJXUM
OCCN1N=N[N]C1=NN(=O)=O,N[C](N)N,salt,1,HAJXUN
NN[C](N)N,OCCN1N=N[N]C1=NN(=O)=O,salt,1,HAJYAU
OCCN1N=N[N]C1=NN(=O)=O,[NH3]O,salt,1,HAJYEY
[NH]1=CN(C=C1)c1ccc(cc1)N1C=[NH]C=C1,O=[Cl](=O)(=O)[O],salt,1,HAKCIH
OP(O)(=O)[O],[NH3]CCCCc1ccccc1,salt,1,HAKDAA
OC1CC2C3CCCC(=O)N3CC3CCCN(C23)C1=O,NC1CC2C3CCCC(=O)N3CC3CCCN(C23)C1=O,hydrate,3,HAKDEG
OP(O)(=O)[O],[NH2]1CC[NH2]CC[NH2]CC[NH2]CC[NH2]CC[NH2]CC1,salt,1,HAKDIH
OP(O)(=O)[O],[NH2]1CC[NH2]CCNCC[NH2]CC[NH2]CCNCC1,salt,1,HAKDON
OP(O)(=O)[O],[NH2]1CC[NH2]CCNCC[NH2]CC[NH2]CCNCC1,hydrate,3,HAKDUT
OP(=O)([O])[O],[NH2]1CC[NH2]CCNCC[NH2]CC[NH2]CCNCC1,hydrate,3,HAKFAB
C1CCN2CCC[NH]=C2CC1,OC(=O)[O],salt,1,HAKLEL
FC(F)(F)S(=O)(=O)[O],C[n]1ccc(cc1)C=CC1=C2C=CC=CC=C2C=C1,salt,1,HAKNIR
OC(=O)c1cc(c(O)c(c1)c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1,c1ccncc1,cocrystal,2,HAKVEV
CC(C)(C)N1CC(N2C(=O)c3ccccc3C2=O)C1=O,Oc1c2ccccc2c2ccccc2c1c1c(O)c2ccccc2c2ccccc12,cocrystal,2,HAKWOF
CCN(CC)c1ccc2C=C(Oc2c1)C=CC1=CC(CC(C)(C)C1)=CC=C(C#N)C(N)=C(C#N)C#N,c1ccccc1,cocrystal,2,HAKXEY
Oc1ccccc1C=NC1=Nc2ccccc2S1,NC1=Nc2ccccc2S1,cocrystal,2,HALHOT
O=C([O])C1=Cc2ccccc2N1,NC(=O)C1CC[NH2]CC1,hydrate,3,HALHUZ
O=C([O])C1=CNc2ccccc12,NC(=O)C1CC[NH2]CC1,hydrate,3,HALJAH
CCOc1cc2c3cc(OC)c(OC)cc3c[n](C)c2c2cc(OC)c(OC)cc12,CS(=O)(=O)[O],salt,1,HALYIE
II,BrCC1=C(CBr)SC(S1)=[S]II,cocrystal,2,HAMCAA
O=[Cl](=O)(=O)[O],[NH3]NC(=O)NN,salt,1,HAMCAB
O=N(=O)[O],[NH3]NC(=O)NN,salt,1,HAMCEF
II,ClI[S]=C1SC(=C(CBr)S1)CBr,cocrystal,2,HAMCII
[NH3]NC(=O)N[NH3],O=N(=O)[O],hydrate,3,HAMCIJ
C[N](C)(C)C,NC(=O)[C](N=O)C#N,salt,1,HAMGIN
NC(=[NH2])Nc1ccc(cc1)C(=O)Oc1ccc2cc(ccc2c1)C(N)=[NH2],CS(=O)(=O)[O],salt,1,HAMJAK
OC(C(O)C(=O)[O])C(=O)[O],Fc1ccc(cc1Cl)C1CC[NH2]Cc2cc(ccc12)c1ccc(nn1)C(F)(F)F,salt,1,HAMMOA
Fc1c(F)c(F)c(I)c(I)c1F,CNC(=S)NC,cocrystal,2,HAMMOB
Fc1c(F)c(I)c(F)c(I)c1F,NC(N)=S,cocrystal,2,HAMMUH
Fc1c(F)c(I)c(F)c(I)c1F,CNC(=S)NC,cocrystal,2,HAMNAO
Fc1c(F)c(I)c(F)c(I)c1F,CNC(=S)NC,solvate,4,HAMNES
Fc1c(F)c(I)c(F)c(I)c1F,CNC(=S)NC,solvate,4,HAMNIW
Fc1c(I)c(F)c(I)c(F)c1I,CNC(=S)NC,cocrystal,2,HAMNUI
NC1=[NH]N=C(N1)C1=CC(=NN1)C1=N[NH]=C(N)N1,O=[Cl](=O)(=O)[O],hydrate,3,HAMPUK
FC(F)(F)C(=O)[O],[NH3]c1ccc(OC)cc1,salt,1,HAMQEU
C(N1C=C[N](=C1c1ccccc1)Cc1ccc2ccccc2c1)c1ccc2ccccc2c1,F[P](F)(F)(F)(F)F,salt,1,HAMRIZ
F[P](F)(F)(F)(F)F,CCC1=[N](Cc2ccc3ccccc3n2)C=CN1Cc1ccc2ccccc2n1,salt,1,HAMROF
F[P](F)(F)(F)(F)F,CCCCC1=[N](Cc2ccc3ccccc3n2)C=CN1Cc1ccc2ccccc2n1,hydrate,3,HAMSAS
O=[Cl](=O)(=O)[O],Cc1cc2OC(=C[n]2c2CCCc12)c1ccc(Cl)cc1,salt,1,HAMVUN
Oc1ccc(cc1C(=O)[O])S(=O)(=O)[O],C(CCN1C=[NH]C=C1)CN1C=[NH]C=C1,salt,1,HAMVUO
Oc1ccc(cc1C(=O)[O])N(=O)=O,C(CN1C=[NH]c2ccccc12)OCCN1C=[NH]c2ccccc12,salt,1,HAMWAV
OC(=O)c1ccccc1C(=O)[O],C(CCN1C=CN=C1)CN1C=[NH]C=C1,salt,1,HAMWEZ
Oc1ccc(cc1C(=O)[O])N(=O)=O,C(CN1C=[NH]c2ccccc12)CN1C=[NH]c2ccccc12,solvate,4,HAMWID
Cn1c[nH]c2c(NCc3ccccc3)[nH]c(NCCO)nc12,O=[Cl](=O)(=O)[O],hydrate,3,HAMWOI
Oc1ccc(cc1C(=O)[O])S(=O)(=O)[O],C(N1C=[NH]C=C1)N1C=[NH]C=C1,salt,1,HAMWOJ
C1[NH]2CN3CN1CN(C2)C3,O=[Cl](=O)(=O)[O],salt,1,HAMYEA
OC(=O)CC(=O)[O],COc1cc(Cc2c[nH]c(N)nc2N)cc(OC)c1OC,salt,1,HAMYIE
NN1C(=NN2C(=[NH]N=C12)N)N,O=N(=O)C(C1=NN=N[N]1)(N(=O)=O)N(=O)=O,salt,1,HAMZEE
[NH3]C(C)C1CCCCC1,COC(C(=O)[O])c1ccccc1,salt,1,HANGIP
COC(=O)c1ccc2[NH]=C(C)Nc2c1,O=N(=O)[O],hydrate,3,HANHIO
F[P](F)(F)(F)(F)F,C1COCC[N]2=CN(Cc3cccc4cc5cccc(C[N]6=CN(CCO1)C=C6)c5nc34)C=C2,salt,1,HANJIS
c1ccccc1,OC1C=COC=C2CC3(O)N(C12)C(=O)C1(O)CC2=COC=CC(O)C2N1C3=O,hydrate,3,HANJUD
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CC1CCC(C)[NH]1C(C)c1ccccc1,salt,1,HANKOW
Nc1[nH]cccn1,O=S(=O)([O])[O],hydrate,3,HANRUN
Cc1nc(C)c(C)nc1C,CC(=O)Oc1ccccc1C(O)=O,cocrystal,2,HAPCOU
O=N(=O)[O],[NH3]CC(O)C[NH3],salt,1,HAPPOG
O=C1NC(=C2C(=O)NC(=C12)C1=CC=CO1)C1=CC=CO1,CCCCCCCCC(O)=O,cocrystal,2,HAPQUN
OC(C(=O)[O])c1ccccc1,CC1(C)CC(CO)(C[NH]2CCCC2)Oc2c(NC(=O)Nc3ccc(Cl)cc3)cc(Cl)cc12,salt,1,HAPTAW
OC(C(O)C(=O)[O])C(=O)[O],CC1(C)CC(CO)(C[NH]2CCCC2)Oc2c(NC(=O)Nc3ccc(Cl)cc3)cc(Cl)cc12,hydrate,3,HAPTOK
O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,CC1(C)CC(CO)(C[NH]2CCCC2)Oc2c(NC(=O)Nc3ccc(Cl)cc3)cc(Cl)cc12,salt,1,HAPTUQ
CC(NS(=O)(=O)c1ccc(C)cc1)C(=O)[O],CC1(C)CC(CO)(C[NH]2CCCC2)Oc2c(NC(=O)Nc3ccc(Cl)cc3)cc(Cl)cc12,salt,1,HAPVAY
OC(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,HAPYUS
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,HAPZAZ
I[I]I,COc1ccccc1[P](I)(c1ccccc1)c1ccccc1OC,solvate,4,HAQGUE
I[I]I,CN(C)c1ccccc1[P](I)(c1ccccc1)c1ccccc1N(C)C,salt,1,HAQHOZ
I[I]I,I[P](c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,HAQHUF
I[I]I,CN1Cc2ccccc2[P]1(c1ccccc1)c1ccccc1,salt,1,HAQJAN
Ic1ccncc1,OC(=O)COc1ccc(Cl)cc1Cl,cocrystal,2,HAQJIW
CN1c2ccccc2C(C)(C)C1=CC=C1CCCCC(=C1Cl)C=CC1=[N](C)c2ccccc2C1(C)C,Cc1ccc(cc1)S(=O)(=O)[O],hydrate,3,HAQPIA
[NH3]C(C(=O)N1C(CC2CC12)C#N)C12CC3CC(CC(O)(C3)C1)C2,O=C([O])c1ccccc1,hydrate,3,HAQTOK
CC1=NP(P([P]1(C)C(C)(C)C)C(C)(C)C)C(C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,HAQYIK
CC(C)N=C1P(P([P]1(C)C(C)(C)C)C(C)(C)C)C(C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,HAQYUW
ClC1=C(C2=C(N3C=CC=CC3=N2)C(=O)C1=O)C1=C([O])NC(=O)NC1=O,CC[NH](CC)CC,hydrate,3,HARBIP
ClC1=C([O])C(=O)C2=C(N=C3C=CC=CN23)C1=C(C#N)C#N,CC[NH](CC)CC,hydrate,3,HARBOV
c1ccc(nc1)c1ccccn1,OC(=O)COc1ccc(Cl)cc1Cl,cocrystal,2,HARCAI
Clc1ccc(cc1)C1C(C(C1c1ccncc1)c1ccc(Cl)cc1)c1ccncc1,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,hydrate,3,HARDEL
C(Cc1ccncc1)c1ccncc1,OC(=O)COc1ccc(Cl)cc1Cl,cocrystal,2,HARHIV
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CN1C=C[NH]=C1C,salt,1,HARJAN
O=N(=O)[O],C[N]1=C(C)NC=C1,salt,1,HARJER
CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,COc1cc(cc(OC)c1O)C(O)=O,cocrystal,2,HARJET
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CN1C=C[N](=C1)C,salt,1,HARJIV
OC(=O)c1cc(O)c(O)c(O)c1,CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,hydrate,3,HARJIX
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,CN1C=C(N=C1N(=O)=O)N(=O)=O,cocrystal,2,HARJOB
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CN1C=[NH]C=C1,salt,1,HARKAO
C1C[NH]2CC[NH]1CC2,Clc1ccc(OCC(=O)[O])c(Cl)c1,salt,1,HARMAS
C(CCC1=[NH]c2ccccc2N1)CCC1=[NH]c2ccccc2N1,OP(O)(=O)[O],salt,1,HARMIY
[NH3]C(C)c1ccccc1,O=C([O])C1CCCCC1C(=O)Cc1ccccc1,salt,1,HARQOJ
CCC1[NH](Cc2ccccc2)C(C)C(C)C(=C1CC)C,O=N(=O)c1cc(c(c(c1)N(=O)=O)S(=O)(=O)[O])N(=O)=O,salt,1,HASWIJ
C1C[NH]=C(N1)NC1CCc2c1nc1C(CCc1c2c1ccccc1)NC1=[NH]CCN1,O=P([O])([O])Oc1ccccc1,hydrate,3,HASWUT
COC(=O)C1=C([O])C(=O)C(=C(Oc2ccc3OCOc3c2)C1=O)C(=O)OC,[nH]1ccccc1,salt,1,HATDAK
CN(C)c1cc[nH]cc1,O=C([O])c1ccccn1,hydrate,3,HATKAS
CCN1C(=CC=Cc2ccc3ccccc3[n]2CC)C=Cc2ccccc12,Cc1ccc(cc1)S(=O)(=O)[O],salt,1,HATNOJ
CCN1C(=CC=Cc2ccc3ccccc3[n]2CC)C=Cc2ccccc12,O=N(=O)c1ccc(cc1)S(=O)(=O)[O],salt,1,HATNUP
CCN1C(=CC=Cc2ccc3ccccc3[n]2CC)C=Cc2ccccc12,Nc1ccc(cc1)S(=O)(=O)[O],salt,1,HATPAX
CCN1C(=CC=Cc2ccc3ccccc3[n]2CC)C=Cc2ccccc12,O=S(=O)([O])c1ccc2ccc3cccc4ccc1c2c34,solvate,4,HATPIF
OC(=O)c1cccc(c1)C(=O)[O],N1C=[NH]C=C1,hydrate,3,HATQAX
CCCC[P](c1ccccc1)(c1ccccc1)c1ccccc1,FC(F)(F)S(=O)(=O)[N]S(=O)(=O)C(F)(F)F,salt,1,HATQAY
FS(=O)(=O)[N]S(F)(=O)=O,CCCC[P](c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,HATQEC
NC(=[NH2])NN=Cc1ccccc1C=NNC(N)=[NH2],O=N(=O)[O],salt,1,HATRON
CC(C)N1C=[N](C(C)C)C(=C1C)C,CN1C(=O)C=C([O])N(C)C1=O,salt,1,HATSEB
CN1C=C[N](=C1N)C,CN1C(=O)C=C([O])N(C)C1=O,salt,1,HATSIF
Oc1ccc(C=CC(=O)[O])cc1O,COc1ccc(cc1)C(C[NH](C)C)C1(O)CCCCC1,salt,1,HATYUA
CC(C)(C)[NH]1CC(O)c2cc(O)cc(O)c2C1,O=S(=O)([O])[O],hydrate,3,HAVBEL
NC1=[NH]N=NN1,O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,salt,1,HAVBEM
N1C=[NH]C=C1,Oc1cc(O)cc(c1)C(=O)[O],salt,1,HAVDUG
[NH3]c1ccc(Cl)cc1,OC(=O)c1cccc(c1C(=O)[O])N(=O)=O,salt,1,HAVFES
Cc1ccc(cc1)C(=O)[O],Cc1ccc(cc1)C=NNC(N)=[NH2],salt,1,HAVHEV
Brc1c(Br)c(Br)c2C(=O)OC(=O)c2c1Br,Cc1c(C)c(C)c(C)c(C)c1C,cocrystal,2,HAVLIC
Cc1ccc(cc1)S(=O)(=O)Nc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,O=C1CCCC1,cocrystal,2,HAVQUQ
FC(F)(F)S(=O)(=O)[O],C[P]1(P(P1C(C)(C)C)C(C)(C)C)C(C)(C)C,salt,1,HAVWOR
FC(F)(F)S(=O)(=O)[O],C[P]1(C2CCCCC2)P(C2CCCCC2)P(C2CCCCC2)P1C1CCCCC1,salt,1,HAVWUX
C[P]1(C)P(P(P1C(C)(C)C)C(C)(C)C)C(C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,HAVXAE
